[0.70177047 0.71050464]	[2.79786618 3.26326458]
[0.43393552 0.54311458]	[2.450938   4.12296321]
[0.52198105 0.09580871]	[0.21904295 2.19563349]
[0.37763999 0.77176906]	[1.36039299 3.02241644]
[0.03692722 0.17203397]	[0.88466014 0.93474764]
[0.63976949 0.25560705]	[-1.11764346  2.84045658]
[0.08047872 0.21268761]	[-1.16675332  0.96601652]
[0.09729268 0.24045707]	[ 0.91495818 -0.00241568]
[0.96329501 0.26151644]	[1.1046907  4.26264165]
[0.31415517 0.46244385]	[1.74927459 3.70863552]
[0.36565886 0.52485766]	[2.12802617 3.72468598]
[0.18271417 0.45509974]	[0.7756292  3.59383126]
[0.25153373 0.34212237]	[-0.72881043  2.73867531]
[0.62487429 0.87065832]	[1.96581362 4.85848664]
[0.78268329 0.7993737 ]	[1.60086839 7.31391128]
[0.72251542 0.53417667]	[2.567173   3.27130728]
[0.73618533 0.9190949 ]	[2.96043774 4.62891515]
[0.32203532 0.65220875]	[2.12282314 3.91834263]
[0.9878928  0.42241505]	[3.49363278 3.53973622]
[0.29772636 0.74187542]	[2.23761982 5.14605909]
[0.62801803 0.35551163]	[1.79192091 4.27064255]
[0.53617817 0.74689516]	[3.42655499 4.20639058]
[0.1871234  0.20486395]	[-1.47660753 -0.05257389]
[0.68471945 0.67344211]	[3.36528441 5.20538836]
[0.29159814 0.86223259]	[1.81954939 4.86382547]
[0.79301761 0.0367889 ]	[-0.45344827  2.77471576]
[0.15849769 0.66848204]	[0.90715542 4.70811994]
[0.45342039 0.30434879]	[2.16667617 1.83989948]
[0.98546681 0.62116626]	[1.71980984 6.7099553 ]
[0.07376066 0.55216486]	[0.04258424 2.15838337]
[0.58712969 0.67336384]	[2.46161496 4.53923131]
[0.05285335 0.56312885]	[0.94677373 1.28035842]
[0.96664708 0.94120886]	[1.78578422 6.41363615]
[0.54054231 0.46745446]	[2.47670541 2.36023828]
[0.76417519 0.71821019]	[1.4550531  5.62005357]
[0.91264995 0.35622266]	[0.65627468 5.62206835]
[0.7872517  0.35102109]	[2.92456962 4.34031014]
[0.28663665 0.02556764]	[-0.43267816  0.11715933]
[0.34741279 0.57506114]	[1.90346687 3.22730915]
[0.68913495 0.28525354]	[2.46197728 2.98600534]
[0.61797709 0.95082793]	[2.33644781 4.97603429]
[0.94676022 0.91387887]	[3.02285592 8.48151251]
[0.50314483 0.29024487]	[2.53764961 3.49361111]
[0.11087027 0.63522997]	[2.13592866 4.61608602]
[0.97724262 0.30241954]	[1.75513279 5.22275572]
[0.71506529 0.81192809]	[2.42322202 4.87085481]
[0.4156382  0.18554598]	[2.66658986 1.81472295]
[0.23516397 0.968714  ]	[2.22973592 6.24699839]
[0.07874409 0.01563163]	[-1.23264117  0.66689153]
[0.49961305 0.83517114]	[3.28610567 6.04968591]
[0.0466705  0.09909336]	[-0.58799365 -1.11681758]
[0.75977871 0.18238237]	[2.02127331 2.3890612 ]
[0.00172698 0.30036288]	[1.66182942 1.35649217]
[0.14147806 0.02210802]	[-0.29464365  0.54206388]
[0.07813382 0.75439215]	[1.99035964 3.67093528]
[0.46215582 0.97495114]	[1.52126445 2.81935671]
[0.18965289 0.84535046]	[3.16265914 3.77845731]
[0.27199839 0.60528907]	[1.32644101 3.3765629 ]
[0.67361545 0.3874052 ]	[0.36714257 4.82130063]
[0.09535284 0.95578368]	[1.77959428 4.24806174]
[0.16527046 0.88655115]	[-0.6839777   5.32538013]
[0.91943663 0.54383306]	[1.18246287 3.101437  ]
[0.32290688 0.49471222]	[2.36327879 2.10736681]
[0.92835304 0.83273942]	[2.00529722 8.47868542]
[0.44278085 0.93359369]	[2.17986169 4.07714515]
[0.39286217 0.35435027]	[2.05818014 3.28046724]
[0.65954134 0.05767633]	[1.97434392 2.36783689]
[0.68294229 0.88002952]	[2.16678568 7.02774613]
[0.67086916 0.59763971]	[2.46939686 3.80500416]
[0.69008322 0.66020198]	[0.96635993 3.94911252]
[0.89096392 0.61884444]	[1.35068886 5.30033158]
[0.68184003 0.91005008]	[2.29612842 4.90076232]
[0.55609643 0.74845242]	[4.11169577 3.63633138]
[0.78174142 0.43169829]	[2.87889665 4.18991005]
[0.86514138 0.95911725]	[2.39344352 7.24357159]
[0.83125441 0.44592287]	[2.77984256 4.87249042]
[0.75058797 0.26464942]	[2.24336606 3.67186449]
[0.5861229  0.24316406]	[1.58032369 2.29564565]
[0.22845558 0.62198077]	[1.58641466 2.53627225]
[0.74363739 0.44754229]	[1.98233626 4.57239653]
[0.29089866 0.53214405]	[2.53257652 2.2724358 ]
[0.92701168 0.79612847]	[2.76384171 4.03779911]
[0.52441954 0.97297253]	[1.11378212 4.61313166]
[0.19731806 0.96286999]	[0.75856241 5.01014369]
[0.0266737  0.68231483]	[2.00223194 4.13308321]
[0.69852523 0.22779667]	[0.98584567 2.69746848]
[0.91963726 0.21603857]	[2.20977831 3.32436485]
[0.43241022 0.58908645]	[3.02690062 3.79055521]
[0.85976216 0.21082445]	[1.05170431 1.98523783]
[0.54892164 0.91523558]	[3.35445545 5.04903499]
[0.39447957 0.07083376]	[ 1.22113826 -0.94930638]
[0.28616642 0.44219595]	[0.41582638 0.94633624]
[0.5870647  0.99609018]	[2.03138987 6.4525477 ]
[0.01114018 0.63284377]	[2.69881894 3.32102588]
[0.4933457  0.70644723]	[2.9120373  6.18783819]
[0.99192108 0.78172513]	[4.3209002  7.38905017]
[0.86117983 0.64221717]	[1.27792257 6.22501808]
[0.5315574  0.94027882]	[3.35654368 5.23078143]
[0.48365222 0.92012308]	[3.15642876 4.75538586]
[0.55106225 0.68885821]	[2.93818388 5.33830423]
[0.72803524 0.2373721 ]	[0.4396124  4.28946543]
[0.57646806 0.49278764]	[0.86035921 1.58105863]
[0.15955003 0.19123207]	[-0.18981461  2.50570727]
[0.6122347  0.70801259]	[1.11556821 4.09004712]
[0.29926238 0.71337752]	[0.81471184 4.0271267 ]
[0.88350049 0.34487018]	[2.82952402 3.60072678]
[0.72301419 0.19713876]	[-0.11033344  2.41276413]
[0.58347857 0.64429888]	[2.93047258 3.60363747]
[0.51706429 0.00186449]	[-0.43975562  0.56169633]
[0.63778611 0.61008415]	[3.58870747 3.14869532]
[0.97486535 0.53550453]	[2.75753225 5.54234289]
[0.68027379 0.55565207]	[2.28251706 4.12006831]
[0.16634237 0.00981933]	[1.09098485 0.17603346]
[0.31136263 0.34116045]	[0.68424497 3.55021862]
[0.72483872 0.28028093]	[1.84455184 3.64953363]
[0.9751236  0.77967851]	[2.38771661 6.03522189]
[0.62412132 0.78881008]	[3.27816369 4.64581823]
[0.87178172 0.24933066]	[2.00430944 3.87767374]
[0.97486786 0.63002475]	[1.73657187 4.42658735]
[0.22601901 0.86395653]	[1.92322469 4.72411437]
[0.94559241 0.77845346]	[2.53913539 5.79355677]
[0.78498727 0.76266449]	[1.64340568 4.2620902 ]
[0.44631095 0.97926606]	[1.86837727 6.18911378]
[0.86451872 0.13421789]	[1.01088956 3.72700716]
[0.64892682 0.59670233]	[2.75141073 5.75799502]
[0.54856738 0.43038707]	[2.51531131 2.17203783]
[0.13693518 0.36104535]	[3.14719978 0.52356172]
[0.94924454 0.77738004]	[4.29062117 5.23382635]
[0.58362478 0.2307273 ]	[1.03879584 3.77362871]
[0.76102666 0.46470289]	[3.01388591 4.72722052]
[0.0810802  0.61042705]	[0.95789254 1.56254966]
[0.84182805 0.28912143]	[1.38973921 3.65385239]
[0.00984976 0.63132106]	[2.66619142 1.21309777]
[0.89933393 0.99741766]	[2.60419662 6.72251721]
[0.14547894 0.90671647]	[2.34642816 3.34306817]
[0.48251349 0.54738205]	[3.22417255 4.57086022]
[0.89433202 0.87472087]	[2.29039655 5.66505165]
[0.54154015 0.60959504]	[1.04530239 4.61341611]
[0.38658174 0.53091427]	[2.62427546 3.52617027]
[0.77705641 0.1050716 ]	[0.94910731 3.4328894 ]
[0.52778683 0.60170083]	[1.30771928 5.77353361]
[0.9258047 0.780417 ]	[2.1511184  4.47944158]
[0.25632012 0.82874818]	[2.44081254 3.48156914]
[0.80115468 0.42069057]	[2.6770614  5.82385839]
[0.07193591 0.82374079]	[2.70852987 5.54131297]
[0.59895751 0.54566365]	[3.08388333 4.29895088]
[0.11757304 0.38342127]	[2.64309781 1.13386683]
[0.49218516 0.73855549]	[1.63093356 3.77923862]
[0.75835849 0.52188802]	[1.41202615 5.01842937]
[0.19423538 0.77612324]	[1.82371564 2.42259571]
[0.40290512 0.45601752]	[1.31334463 1.55554782]
[0.32996065 0.51834955]	[0.16394755 2.81718077]
[0.91408058 0.83315691]	[1.07630006 5.86800829]
[0.65190348 0.30530631]	[3.01583028 4.35436551]
[0.38752871 0.80984305]	[0.45184073 5.17720392]
[0.07552609 0.91841682]	[2.10082012 3.16683986]
[0.02721592 0.97149462]	[1.68227481 3.00203802]
[0.80540832 0.08206601]	[1.65661366 1.92754323]
[0.41377123 0.89671552]	[3.12581695 5.62789947]
[0.413787   0.08873474]	[-0.8216647   0.55758079]
[0.8982784  0.81899298]	[2.52526718 4.41253136]
[0.52772759 0.82128949]	[2.07616244 6.12632289]
[0.20861159 0.19653627]	[1.70787811 0.07583986]
[0.0718167  0.67654704]	[0.6803012  2.76276553]
[0.19267302 0.22861976]	[-0.32835027  2.57869544]
[0.86709922 0.97042792]	[2.53425204 5.78519394]
[0.6871296  0.62927621]	[1.7233825  4.05176984]
[0.59375879 0.0271198 ]	[2.27765824 1.36661624]
[0.74051919 0.29742747]	[0.590932   3.75697041]
[0.883537   0.88937034]	[2.81535855 6.58462265]
[0.14633856 0.42628084]	[1.14948249 3.25642444]
[0.17717841 0.55049058]	[1.6530636  3.11422783]
[0.94061577 0.01494825]	[1.45901329 3.66176902]
[0.59096496 0.7785915 ]	[2.50806671 5.43666968]
[0.96946458 0.40029171]	[4.52457839 3.41631925]
[0.90737119 0.51404803]	[2.13385993 4.38130809]
[0.11442294 0.1238165 ]	[ 3.22559252 -0.26119309]
[0.33824104 0.22706035]	[1.14581533 0.23774679]
[0.82050025 0.28354351]	[-0.24280017  4.07004573]
[0.00387124 0.62901825]	[-0.25290725  1.7944634 ]
[0.70050784 0.0148658 ]	[1.76037945 2.74717384]
[0.05326794 0.47904342]	[1.83286654 2.15106585]
[0.75604311 0.42349262]	[0.97983601 3.08427326]
[0.60018375 0.05407379]	[3.68315809 2.00935424]
[0.12661945 0.85959908]	[2.52001216 3.72753294]
[0.76035241 0.83287799]	[2.59710833 7.0870918 ]
[0.39908943 0.05913909]	[0.38024098 0.96199131]
[0.60938163 0.09062662]	[-0.04802528  2.19299613]
[0.90869129 0.02501966]	[-0.70525678  3.00756284]
[0.83255956 0.83647279]	[2.65092544 5.73756309]
[0.06726978 0.75879011]	[3.18509836 3.01281772]
[0.31739766 0.50826358]	[0.68971435 4.24041243]
[0.49135405 0.30889244]	[3.01823698 2.72194593]
[0.64481758 0.63869153]	[0.59294187 6.72740319]
[0.601286   0.93179147]	[4.47679015 5.39231081]
[0.81561934 0.67818718]	[1.08072321 4.63118056]
[0.22978559 0.32177145]	[-0.00251925  2.37271558]
[0.99753386 0.39589281]	[0.70246478 4.65331128]
[0.36164564 0.50447139]	[2.11040837 2.65190792]
[0.63555162 0.44293753]	[1.7573089  3.34023073]
[0.97602972 0.40461183]	[2.31107231 5.14051813]
[0.27541581 0.9238484 ]	[1.00496526 4.30474394]
[0.83483712 0.3120026 ]	[1.09856481 4.054738  ]
[0.6926679  0.73026172]	[0.3751291  5.04281079]
[0.84742945 0.24571966]	[1.84772285 2.28334313]
[0.50025662 0.08161529]	[0.48161854 0.47607494]
[0.23648418 0.11903776]	[-0.58168393  0.22191905]
[0.39458704 0.50873228]	[1.05786149 2.60320856]
[0.90575305 0.27296032]	[1.48164973 4.02086795]
[0.4217459  0.64512593]	[0.66259892 4.75331805]
[0.08130994 0.25953739]	[3.60718298 1.41351875]
[0.64485216 0.09907764]	[0.34632427 2.14672297]
[0.31150176 0.13023789]	[0.02064309 2.49736801]
[0.52840856 0.64462588]	[1.21583688 2.9311609 ]
[0.97478515 0.31700863]	[1.72710864 5.28286655]
[0.16116046 0.74507911]	[1.07012009 2.91231286]
[0.22110448 0.11672789]	[-0.82894932  0.76464702]
[0.75103331 0.120136  ]	[2.2920441  1.60190252]
[0.35997992 0.11435441]	[1.694711   1.63015312]
[0.10987665 0.91272362]	[0.26755541 3.64865326]
[0.21761653 0.25047712]	[0.07146803 3.36006089]
[0.94915871 0.51425789]	[3.60916862 6.00700457]
[0.4603191  0.92526478]	[2.77852309 4.8030666 ]
[0.68346947 0.69001448]	[2.95378138 3.72297551]
[0.22419171 0.41396579]	[1.20070555 1.69414772]
[0.02793555 0.30190931]	[1.42312848 2.04011356]
[0.58846257 0.58441278]	[0.04327568 3.54928095]
[0.62816383 0.58700689]	[2.39553199 2.25420636]
[0.77307265 0.59331606]	[2.7793225  3.44757315]
[0.75794536 0.69550339]	[2.12892285 7.60472794]
[0.62196276 0.51573102]	[1.85456463 3.10103952]
[0.57482129 0.68845366]	[1.95310806 2.43512914]
[0.225632   0.77686556]	[3.32611608 3.04032263]
[0.13999177 0.41852316]	[1.84494828 1.39547722]
[0.77225558 0.33437761]	[2.09011607 3.319687  ]
[0.44757165 0.20027884]	[1.90191699 2.19918112]
[0.57194715 0.69065965]	[1.46806857 3.2612677 ]
[0.08020649 0.18373608]	[-0.84582045  2.02917612]
[0.65950101 0.83240576]	[3.60818326 6.07205626]
[0.70470455 0.57826951]	[2.05968281 4.37579632]
[0.00092802 0.12492775]	[1.40996386 1.78385567]
[0.47249207 0.65011085]	[-0.6623079   3.79714244]
[0.16641805 0.9119051 ]	[0.50343875 3.79340984]
[0.25819255 0.61251962]	[0.51840035 4.00850897]
[0.29570683 0.93651109]	[0.48340577 4.19133298]
[0.98692903 0.12071284]	[0.50308956 3.62133382]
[0.80907217 0.43262883]	[-0.02897643  4.59284098]
[0.60174162 0.66858205]	[2.09856622 3.56023721]
[0.83203747 0.76750363]	[4.27201448 6.53629039]
[0.38752043 0.19644322]	[0.78436763 1.04815089]
[0.34370983 0.86211544]	[1.63581413 4.28725014]
[0.33472107 0.36698215]	[0.78803222 1.08735048]
[0.86157162 0.90272322]	[1.57592568 6.3379731 ]
[0.06187897 0.19471425]	[-0.03559211  0.3470896 ]
[0.3906546  0.98494986]	[1.04229596 4.47446605]
[0.70483784 0.6718581 ]	[2.97151941 3.92178952]
[0.12590432 0.07833385]	[-0.11690809 -0.57756998]
[0.67803618 0.52171185]	[2.37208234 3.63872198]
[0.70285024 0.13535221]	[0.71419762 3.4544455 ]
[0.37888192 0.3311054 ]	[1.57974166 2.96426219]
[0.5169269  0.63279715]	[1.88661197 4.82300061]
[0.19189437 0.066227  ]	[-0.30465704  1.29878502]
[0.55380997 0.4428662 ]	[1.0880974  3.62426845]
[0.09727682 0.59132666]	[0.19541159 2.43175213]
[0.10076802 0.17060013]	[0.21694801 0.62829966]
[0.06652773 0.65484082]	[0.19177245 4.39185455]
[0.14525203 0.54507382]	[0.74710959 2.53855045]
[0.15820853 0.08876859]	[1.91130267 0.72702682]
[0.85387378 0.41034743]	[3.41476753 3.4005281 ]
[0.28054527 0.81297832]	[0.92192081 5.85844786]
[0.33889161 0.59705675]	[1.91488552 2.60951969]
[0.86075596 0.01476461]	[1.47873039 1.70311596]
[0.8700641  0.20318545]	[1.13766373 3.997126  ]
[0.04224605 0.65361647]	[1.6764449  2.47204461]
[0.79235219 0.87087936]	[0.70477802 5.5920948 ]
[0.56579967 0.54870838]	[2.21715318 3.53625588]
[0.49819996 0.05101089]	[1.93323719 0.240238  ]
[0.51012988 0.30454024]	[0.66928725 4.36050981]
[0.6114146  0.67317735]	[2.24925751 2.76523362]
[0.81537057 0.19051005]	[2.0707313  2.25621025]
[0.16338626 0.42239802]	[1.12178432 2.65364592]
[0.16277498 0.07838502]	[-1.36996114  0.32984053]
[0.9792076  0.65331842]	[3.99257034 6.80532842]
[0.33098927 0.92925243]	[2.39892722 5.81045489]
[0.51803419 0.38234136]	[0.33862022 1.27498791]
[0.32986123 0.65461926]	[1.25657648 2.30676201]
[0.1509441  0.49449237]	[0.70508521 3.1618509 ]
[0.90335101 0.7037066 ]	[1.79791277 4.99972537]
[0.29712434 0.02872302]	[0.59463304 0.3850682 ]
[0.8861278  0.60361535]	[3.25790317 4.87152266]
[0.23817808 0.43334982]	[0.13925059 4.10090419]
[0.53930222 0.46696162]	[2.91069738 2.49748119]
[0.84647198 0.26835245]	[2.25917746 2.73880853]
[0.00022092 0.05930876]	[ 0.68660149 -0.40485935]
[0.80474265 0.76336032]	[1.11918062 5.23977178]
[0.60420209 0.02231259]	[0.16756971 2.56084333]
[0.34098619 0.48480475]	[2.14207025 2.97896689]
[0.76033748 0.90920264]	[1.08116217 5.14980276]
[0.77597104 0.37766425]	[1.56803691 3.796357  ]
[0.05004078 0.83021721]	[2.91602599 1.77564044]
[0.01357435 0.89375801]	[1.09823249 4.27521081]
[0.08166403 0.2744354 ]	[0.61004558 0.37486934]
[0.83367649 0.45281096]	[1.87972917 4.27192066]
[0.56956274 0.88895207]	[4.23600402 4.95785019]
[0.84171566 0.66161378]	[1.52246213 5.91644024]
[0.20435678 0.41381403]	[2.05997952 1.41216566]
[0.89886497 0.61529629]	[2.75740159 4.26127238]
[0.16545234 0.12434061]	[1.42498334 1.15728372]
[0.95763434 0.4597818 ]	[2.27846506 4.89958215]
[0.2702758  0.29380281]	[0.75270326 3.0215184 ]
[0.75828556 0.43463544]	[2.03251849 4.7350314 ]
[0.72153308 0.43838243]	[0.53384752 3.6790908 ]
[0.89983823 0.58940989]	[3.29259906 4.45153877]
[0.18453957 0.95408087]	[2.1446847  3.76338075]
[0.59382917 0.663331  ]	[2.11697082 5.14247354]
[0.29003383 0.50195781]	[-0.52523395  2.85837588]
[0.76632707 0.88125663]	[1.24178175 4.6658123 ]
[0.85215587 0.40904143]	[-0.41936322  4.85618595]
[0.54273135 0.14486477]	[-0.21826369  2.63863622]
[0.05738065 0.2906299 ]	[0.65875075 1.65330759]
[0.8516849  0.45517076]	[1.70047924 5.26028997]
[0.2730486  0.75638355]	[1.66553308 3.55666093]
[0.02328163 0.13384704]	[-0.80730697 -1.24658455]
[0.87353728 0.19718387]	[0.79335663 5.76647796]
[0.09377674 0.70893244]	[3.14597182 2.84377242]
[0.884774   0.56856075]	[1.80087467 4.68097841]
[0.53501379 0.28658599]	[1.9474412  0.62947882]
[0.70217616 0.55022194]	[2.04349874 5.42542353]
[0.64122811 0.16482491]	[1.16526597 0.95747089]
[0.26663361 0.75414204]	[1.89253693 3.23813188]
[0.8622518  0.12621154]	[1.68330044 3.51783565]
[0.51425238 0.07481229]	[1.122388   1.76237466]
[0.85767575 0.852175  ]	[3.49948122 6.74258928]
[0.20286473 0.94851084]	[2.6636728  4.54661625]
[0.3974612  0.18264996]	[0.7964204  5.25759082]
[0.30665467 0.32970516]	[0.07811701 1.65003691]
[0.40721691 0.93271308]	[1.64768846 4.22868567]
[0.67425159 0.16050361]	[-0.51561395  3.39408907]
[0.52947102 0.28680719]	[1.56053709 1.19360285]
[0.59837012 0.13994811]	[0.7272012  1.27856937]
[0.04153271 0.41848167]	[0.08053086 1.81052023]
[0.72730086 0.38429579]	[0.42835568 5.08663289]
[0.02977237 0.61158155]	[0.72668166 2.6059236 ]
[0.87816591 0.03464559]	[2.09427738 4.38259657]
[0.44303522 0.78158266]	[2.40965665 3.57765425]
[0.64973862 0.53696597]	[2.56621611 4.72547678]
[0.21755464 0.80752497]	[2.54301799 4.04963908]
[0.94844842 0.29381506]	[-0.16007274  5.38707978]
[0.39551396 0.34768247]	[2.09591373 2.84754073]
[0.84240038 0.53454863]	[2.97833267 3.33538401]
[0.49347905 0.19425267]	[0.08710163 2.33737858]
[0.20259536 0.14043256]	[0.26464548 1.20984356]
[0.07452733 0.62646108]	[0.99459201 3.49655103]
[0.81815897 0.02262014]	[-0.380644    4.83924021]
[0.06866402 0.7432931 ]	[0.14802923 3.84558696]
[0.23828546 0.20536785]	[1.78379034 1.9779741 ]
[0.9656622 0.9660157]	[3.00656204 5.61422676]
[0.49615423 0.76716353]	[1.48704882 4.01087232]
[0.49000898 0.38000011]	[1.52664819 3.10740597]
[0.8891429  0.99018398]	[0.6981729  6.05382726]
[0.81654832 0.545773  ]	[3.2507026  3.98885163]
[0.7706592 0.1221093]	[2.33782111 1.24081374]
[0.60942475 0.85063186]	[2.74667848 6.06776261]
[0.73945729 0.10629789]	[0.72169857 2.54712033]
[0.32541583 0.76636277]	[1.27028281 3.68092438]
[0.32492307 0.41687839]	[1.58337919 1.0277028 ]
[0.45807464 0.32600729]	[-0.00543954  1.8828362 ]
[0.82851684 0.37317006]	[1.71925404 4.60327659]
[0.25951833 0.12644525]	[1.24873584 2.56853153]
[0.08668068 0.12572674]	[-0.52546962  2.68541785]
[0.72951088 0.27997913]	[1.83770905 3.73834332]
[0.5739998  0.34765868]	[2.50736354 3.50211408]
[0.68189613 0.25527971]	[2.01007874 3.10020013]
[0.00369568 0.92147591]	[-0.81844643  4.71677992]
[0.64327384 0.33179824]	[0.65287733 2.46675843]
[0.10488186 0.48474552]	[-0.077249    1.10651434]
[0.31064961 0.73363601]	[2.01355987 4.9997405 ]
[0.56986049 0.47026119]	[0.12949457 2.78757587]
[0.10513916 0.14568024]	[1.27358886 1.08570198]
[0.58627468 0.56192655]	[1.94267498 4.48012109]
[0.20086784 0.02395131]	[0.43693746 1.14157845]
[0.3426021  0.15847021]	[ 0.00284488 -0.12506649]
[0.61615624 0.89209198]	[3.74218984 5.07714013]
[0.28265371 0.09693932]	[-1.02920945  1.86009373]
[0.10530625 0.39539666]	[1.91491688 2.46010527]
[0.07105371 0.83485831]	[0.9153299  2.28359363]
[0.30010966 0.01641894]	[-1.24626594  1.63115598]
[0.16215887 0.51477962]	[0.70915165 2.6695227 ]
[0.15332115 0.20114204]	[0.5502901  0.37193855]
[0.04196253 0.4173141 ]	[1.08102123e-03 2.51785583e+00]
[0.87131032 0.46732794]	[2.74475854 3.4117934 ]
[0.08602086 0.81050559]	[0.98698424 3.67797054]
[0.39777515 0.78405161]	[2.3793686  6.13029033]
[0.62571808 0.27256479]	[1.81998716 3.04356607]
[0.046646   0.99621068]	[2.18929464 4.21310515]
[0.16770416 0.94220796]	[2.45398265 3.70875883]
[0.13224253 0.61054208]	[2.20016802 2.76569419]
[0.13451283 0.63209695]	[1.74751906 2.09276426]
[0.91755676 0.550461  ]	[2.88731302 4.69613168]
[0.30649381 0.93413757]	[3.30747202 4.71900062]
[0.43927135 0.3671335 ]	[1.97676158 2.91556983]
[0.12761278 0.42793397]	[1.75873513 2.2161285 ]
[0.54688597 0.47998429]	[0.54345694 4.15230068]
[0.01303619 0.5828777 ]	[2.11194258 1.81069054]
[0.39329862 0.60565651]	[1.05316781 2.8116917 ]
[0.4595013  0.36365745]	[1.25657105 2.06469994]
[0.72242842 0.28959452]	[3.10280294 1.81431292]
[0.43624761 0.36859013]	[0.9227813 2.0724243]
[0.61606501 0.13998683]	[-1.91091884  2.4765284 ]
[0.28933442 0.74238286]	[1.53445671 4.30313987]
[0.96473973 0.88763651]	[1.56125747 5.94935915]
[0.78794175 0.7271622 ]	[4.05998228 4.93404352]
[0.46427208 0.00868355]	[-0.00463557  1.96439851]
[0.40296576 0.89559921]	[2.84517554 4.91850323]
[0.61882457 0.55534425]	[2.47960624 4.30030204]
[0.05510952 0.04016081]	[-1.78883584  0.80577651]
[0.57076448 0.44693777]	[2.12499111 3.88658193]
[0.01526983 0.50610024]	[0.31004712 2.32543653]
[0.35631173 0.91835575]	[1.3980108  2.72758563]
[0.86004648 0.41918137]	[2.4089543  3.30573345]
[0.86546138 0.05571832]	[0.60161528 4.37126196]
[0.46389542 0.83353053]	[1.71673508 4.47782809]
[0.92164718 0.57197395]	[2.09325232 5.29641758]
[0.68554909 0.90176921]	[2.10337492 4.67454275]
[0.852463   0.51133098]	[-0.01212114  5.72849932]
[0.75225596 0.89968915]	[2.74899522 5.04041395]
[0.21680201 0.8919927 ]	[4.48236957 4.68696506]
[0.71164267 0.5094796 ]	[1.91203037 3.87634124]
[0.79188527 0.98395788]	[1.95189409 5.49791144]
[0.9479737  0.85955789]	[3.4819498  6.24849213]
[0.50191354 0.74325429]	[3.55656116 5.41212248]
[0.14152892 0.79199201]	[-0.04160547  3.21730654]
[0.52557314 0.19950209]	[2.15147752 1.8834425 ]
[0.71234279 0.87603895]	[1.47422946 6.51978536]
[0.56099305 0.29349497]	[1.85781377 2.83740101]
[0.18037913 0.37659359]	[0.44157589 2.22964083]
[0.65835073 0.71203304]	[2.27074365 4.21256503]
[0.44484635 0.63716832]	[1.60095251 5.08683951]
[0.83142631 0.25938397]	[0.64764815 2.62749036]
[0.73050534 0.2625268 ]	[1.14043305 3.02851689]
[0.12594683 0.59882968]	[1.05715383 3.631454  ]
[0.95420864 0.08543356]	[1.59325605 0.73268337]
[0.19057674 0.04403433]	[0.31744895 0.46413432]
[0.75641562 0.00454198]	[0.5737101  2.15555917]
[0.43482525 0.7554494 ]	[0.80130729 4.84805037]
[0.32115457 0.75942597]	[0.72977007 4.2760415 ]
